cmit_id,nqf_id,cms_ecqm_id,qnbr_id,qcdr_id,other_id,measure_title,measure_description,measure_numerator,measure_denominator,cat_nqs_domain,key_access,key_decision,key_planning,key_risk,key_unrestrict,key_er,key_coordination,key_continuity,key_readmission,key_sud,key_mental_health,key_domains,set_medicaid,set_hedis,set_cahps,set_pbip,set_ccbhc,set_ipfqr,set_core_bh,select_programs,total_programs,is_ecqm
3235,NA,NA,NA,NA,NA,LTSS Comprehensive Care Plan and Update,"The percentage MLTSS plan members age 18 and older who have documentation of a comprehensive LTSS care plan in a specified timeframe that includes documentation of core elements. The following rates are reported:
1. Care Plan with Core Elements. MLTSS plan members who had a comprehensive LTSS care plan with nine core elements documented within 120 days of enrollment (for new members) or annually.
2. Care Plan with Supplemental Elements. MLTSS plan members who had a comprehensive LTSS care plan with nine core elements and at least four supplemental elements documented within 120 days of enrollment (for new members) or annually.","The measure reports two numerators.
Rate 1: Care Plan with Core Elements
The number of MLTSS plan members who had either of the following:
 For new members: A comprehensive LTSS care plan completed within 120 days of enrollment, with all nine (9) core elements documented, or
 For established members: A comprehensive LTSS care plan completed at least once during the measurement year with all nine (9) elements documented. 
Rate 2: Care Plan with Supplemental Elements Documented
The number of MLTSS plan members who had either of the following:
 For new members: A comprehensive LTSS care plan completed within 120 days of enrollment with nine (9) core elements and at least four (4) supplemental elements documented, or
 For established members: A comprehensive LTSS care plan created during the measurement year with nine (9) core elements and at least four (4) supplemental elements documented.
The care plan must be completed within 120 days of enrollment and updated
annually thereafter.",A systemactic sample drawn from the eligible population.,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,2,FALSE
3236,NA,NA,NA,NA,NA,LTSS Reassessment/Care Plan Update After Inpatient Discharge,"The percentage of discharges from inpatient facilities for MLTSS plan members age 18 and older for whom a reassessment and care plan update occurred within 30 days of discharge. The following rates are reported
1. Reassessment after Inpatient Discharge. The percentage of discharges from inpatient facilities resulting in a LTSS reassessment within 30 days of discharge.
2. Reassessment and Care Plan Update after Inpatient Discharge. The percentage of discharges from inpatient facilities resulting in a LTSS reassessment and care plan update within 30 days of discharge","The measure reports two numerators.
Rate 1: Reassessment after Inpatient Discharge LTSS reassessment on the date of discharge or within 30 days after discharge. Reassessment must document evidence of the nine core elements and the reassessment date. Documentation of no change does not meet numerator criteria. 
Rate 2: Reassessment and Care Plan Update after Inpatient Discharge
LTSS reassessment and care plan update on the date of discharge or within 30 days after discharge. Reassessment must document evidence of the nine core elements described above and the reassessment date. Care plan update must document evidence of nine core elements described below. Documentation of no change does not meet numerator criteria.","A systematic sample of inpatient discharges drawn from the eligible population. The denominator is based on discharges, not on members. Members may appear more than once in the sample.",NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,2,FALSE
3237,NA,NA,NA,NA,NA,LTSS Shared Care Plan with Primary Care Practitioner,The percentage of MLTSS plan members age 18 and older with a care plan that was transmitted to their primary care practitioner (PCP) or other documented medical care practitioner identified by the plan member within 30 days its developed.,"The number of members whose care plan was transmitted to their PCP or other documented medical care practitioner identified by the plan member within 30 days of the date when the member agreed to the care plan. The documentation must show transmission at least once between August 1 of the year prior to the measurement year and December 31 of the measurement year. If multiple care plans are documented or updated in the measurement year, evidence of one transmission within 30 days of the member s agreement to the care plan is sufficient to meet the numerator.
Evidence of care plan transmission includes:
 To whom the care plan was transmitted.
 The date of transmission.
 A copy of the transmitted plan or plan sections.",A systematic sample drawn from the eligible population.,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,2,FALSE
3341,3316,NA,NA,NA,NA,Safe Use of Opioids - Concurrent Prescribing (eCQM),"Proportion of inpatient hospitalizations for patients 18 years of age and older prescribed, or continued on, two or more opioids or an opioid and benzodiazepine concurrently at discharge",Inpatient hospitalizations where thepatient is prescribed or continuing to take two or more opioids or an opioid and benzodiazepine at discharge,"Inpatient hospitalizations (inpatient stay less than or equal to 120 days) that end during the measurement period, where the patient is 18 years of age and older at the start of the encounter and prescribed a new or continuing opioid or benzodiazepine at discharge",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,2,FALSE
3363,NA,NA,NA,NA,NA,LTSS Successful Transition After Long-Term Institutional Stay,"The proportion of long-term institutional facility stays among MLTSS plan members age 18 and older, which result in successful transitions to the community (community residence for 60 or more days). This measure is reported as an observed rate and a risk-adjusted rate.","The count of discharges from an institutional facility to the community from July 1 of the year prior to the measurement year through October 31 of the measurement year that result in successful transition to the community for 60 consecutive days. Discharges that result in death, hospitalization or re-admission to the institution within 60 days of discharge from the institution do not meet the numerator criteria.",The eligible population.,NA,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,3,FALSE
4007,NA,NA,NA,NA,NA,Care Coordination,Percent of the best possible score the plan earned on how well the plan coordinates members care. (This includes whether doctors had the records and information they need about members care and how quickly members got their test results.),See Description,See Description,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,2,FALSE
4009,0553,NA,NA,NA,NA,Care for Older Adults Medication Review,"Percent of plan members whose doctor or clinical pharmacist has reviewed a list of everything they take (prescription and non-prescription drugs, vitamins, herbal remedies, other supplements) at least once a year. (This information about a yearly review of medications is collected for Medicare Special Needs Plans only. These plans are a type of Medicare Advantage Plan designed for certain types of people with Medicare. Some Special Needs Plans are for people with certain chronic diseases and conditions, some are for people who have both Medicare and Medicaid, and some are for people who live in an institution such as a nursing home.)",Medicare Advantage Special needs Plan enrollees 66 years and older who received at least one medication review conducted by a prescribing practitioner or clinical pharmacist during the measurement year and the presence of a medication list in the medical record.,Medicare Advantage Special Needs Plan enrollees 66 years and older,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,3,FALSE
4024,3488,NA,NA,NA,NA,Follow-Up After Emergency Department Visit for Alcohol and Other Drug Abuse or Dependence (FUA-HH),"Percentage of emergency department (ED) visits for Medicaid beneficiaries age 18 and older with a principal diagnosis of alcohol or other drug (AOD) abuse or dependence, who had a follow-up visit for mental illness or AOD. Two rates are reported: 
1. Percentage of ED visits for which the beneficiary received follow-up visit for AOD within 30 days of the ED visit (31 total days).
2. Percentage of ED visits for which the beneficiary received follow-up visit for AOD within 7 days of the ED visit (8 total days).","30-Day Follow-Up 
A follow-up visit with any practitioner, with a principal diagnosis of AOD within 30 days after the ED visit (31 total days). Include visits that occur on the date of the ED visit.
7-Day Follow-Up 
A follow-up visit with any practitioner, with a principal diagnosis of AOD within 7 days after the ED visit (8 total days). Include visits that occur on the date of the ED visit.","Age 18 and older as of the ED visit. An ED visit (ED Value Set) with a principal diagnosis of AOD (AOD abuse or dependence (AOD Abuse and Dependence Value Set) on or between January 1 and December 1 of the measurement year where the beneficiary was 18 years or older on the date of the visit.
The denominator for this measure is based on ED visits, not on beneficiaries. If a beneficiary has more than one ED visit, identify all eligible ED visits between January 1 and December 1 of the measurement year and do not include more than one visit per 31-day period as described below.
Note: Removal of multiple visits in a 31-day period is based on eligible visits. Assess each ED visit for exclusion before removing multiple visits in a 31-day period.
If a beneficiary has more than one ED visit in a 31-day period, include only the first eligible ED visit. For example, if a beneficiary has an ED visit on January 1, then include the January 1 visit and do not include ED visits that occur on or between January 2 and January 31; then, if applicable, include the next ED visit that occurs on or after February 1. Identify visits chronologically including only one per 31-day period.",NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,3,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,3,4,FALSE
4042,2967,NA,NA,NA,NA,HCBS CAHPS Measure (3 of 19): Case manager is helpful,Case manager is helpful: Top box score composed of 3 survey items,Average proportion of respondents that give the most positive response on 3 survey items,The denominator for all HCBS CAHPS measures is the number of survey respondents.,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2,3,FALSE
4051,NA,NA,NA,NA,NA,Improving or Maintaining Mental Health,Percent of all plan members whose mental health was the same or better than expected after two years.,Sampled Medicare enrollees whose mental health status was the same or better than expected,Sampled Medicare enrollees,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,3,FALSE
4087,1768,NA,NA,NA,NA,Plan All-Cause Readmissions,"Percent of senior plan members discharged from a hospital stay who were readmitted to a hospital within 30 days, either for the same condition as their recent hospital stay or for a different reason. (Patients may have been readmitted back to the same hospital or to a different one. Rates of readmission take into account how sick patients were when they went into the hospital the first time. This risk-adjustment helps make the comparisons between plans fair and meaningful.)","The percentage of acute inpatient stays during the measurement year that were followed by an acute readmission for any diagnosis within 30 days, for members 65 years of age and older using the following formula to control for differences in the case mix of patients across different contracts.

For contract A, their case-mix adjusted readmission rate relative to the national average is the observed readmission rate for contract A divided by the expected readmission rate for contract A. This ratio is then multiplied by the national average observed rate. To calculate the observed rate and expected rate for contract A for members 65 years and older, the following formulas were used:

1. The observed readmission rate for contract A equals the sum of the count of 30-day readmissions across the three age bands (65-74, 75-84 and 85+) divided by the sum of the count of index stays across the three age bands (65-74, 75-84 and 85+).

2. The expected readmission rate for contract A equals the sum of the average adjusted probabilities across the three age bands (65-74, 75-84 and 85+), weighted by the percentage of index stays in each age band.",The eligible population,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,3,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,2,4,FALSE
